Datum,Bundesland,Bundesland_Id,Altersgruppe,fixierte_7T_Hospitalisierung_Faelle,aktualisierte_7T_Hospitalisierung_Faelle,PS_adjustierte_7T_Hospitalisierung_Faelle,UG_PI_adjustierte_7T_Hospitalisierung_Faelle,OG_PI_adjustierte_7T_Hospitalisierung_Faelle,Bevoelkerung,fixierte_7T_Hospitalisierung_Inzidenz,aktualisierte_7T_Hospitalisierung_Inzidenz,PS_adjustierte_7T_Hospitalisierung_Inzidenz,UG_PI_adjustierte_7T_Hospitalisierung_Inzidenz,OG_PI_adjustierte_7T_Hospitalisierung_Inzidenz
2022-04-26,Bundesgebiet,00,00+,5090,5090,NA,NA,NA,83155031,6.12,6.12,NA,NA,NA
2022-04-25,Bundesgebiet,00,00+,4192,5017,NA,NA,NA,83155031,5.04,6.03,NA,NA,NA
2022-04-24,Bundesgebiet,00,00+,4316,5125,NA,NA,NA,83155031,5.19,6.16,NA,NA,NA
2022-04-23,Bundesgebiet,00,00+,4466,5258,8219,8073,8444,83155031,5.37,6.32,9.88,9.71,10.15
2022-04-22,Bundesgebiet,00,00+,3761,4958,7356,7228,7530,83155031,4.52,5.96,8.85,8.69,9.06
2022-04-21,Bundesgebiet,00,00+,3529,5202,7146,7021,7286,83155031,4.24,6.26,8.59,8.44,8.76
2022-04-20,Bundesgebiet,00,00+,3083,5221,6738,6619,6855,83155031,3.71,6.28,8.1,7.96,8.24
2022-04-19,Bundesgebiet,00,00+,2890,5146,6196,6086,6293,83155031,3.48,6.19,7.45,7.32,7.57
2022-04-18,Bundesgebiet,00,00+,4085,6292,7406,7280,7518,83155031,4.91,7.57,8.91,8.76,9.04
2022-04-17,Bundesgebiet,00,00+,4381,6466,7548,7421,7661,83155031,5.27,7.78,9.08,8.92,9.21
2022-04-16,Bundesgebiet,00,00+,4648,6653,7706,7581,7820,83155031,5.59,8,9.27,9.12,9.4
2022-04-15,Bundesgebiet,00,00+,5497,7464,8554,8421,8676,83155031,6.61,8.98,10.29,10.13,10.43
2022-04-14,Bundesgebiet,00,00+,5334,7647,8638,8513,8755,83155031,6.41,9.2,10.39,10.24,10.53
2022-04-13,Bundesgebiet,00,00+,5396,8019,8938,8818,9052,83155031,6.49,9.64,10.75,10.61,10.89
2022-04-12,Bundesgebiet,00,00+,5290,8227,9046,8937,9151,83155031,6.36,9.89,10.88,10.75,11.01
2022-04-11,Bundesgebiet,00,00+,5211,8309,9028,8929,9123,83155031,6.27,9.99,10.86,10.74,10.97
2022-04-10,Bundesgebiet,00,00+,5369,8312,9005,8908,9097,83155031,6.46,10,10.83,10.71,10.94
2022-04-09,Bundesgebiet,00,00+,5644,8409,9077,8983,9168,83155031,6.79,10.11,10.92,10.8,11.03
2022-04-08,Bundesgebiet,00,00+,5415,8492,9106,9018,9191,83155031,6.51,10.21,10.95,10.85,11.05
2022-04-07,Bundesgebiet,00,00+,5403,8804,9371,9289,9450,83155031,6.5,10.59,11.27,11.17,11.37
2022-04-06,Bundesgebiet,00,00+,5503,9009,9516,9441,9590,83155031,6.62,10.83,11.44,11.35,11.53
2022-04-05,Bundesgebiet,00,00+,5418,9384,9839,9770,9907,83155031,6.52,11.28,11.83,11.75,11.91
2022-04-04,Bundesgebiet,00,00+,5498,9685,10090,10027,10152,83155031,6.61,11.65,12.13,12.06,12.21
2022-04-03,Bundesgebiet,00,00+,5797,9866,10260,10198,10321,83155031,6.97,11.86,12.34,12.26,12.41
2022-04-02,Bundesgebiet,00,00+,6086,10079,10458,10397,10518,83155031,7.32,12.12,12.58,12.5,12.65
2022-04-01,Bundesgebiet,00,00+,6097,10478,10827,10770,10884,83155031,7.33,12.6,13.02,12.95,13.09
2022-03-31,Bundesgebiet,00,00+,5993,10663,10972,10920,11024,83155031,7.21,12.82,13.2,13.13,13.26
2022-03-30,Bundesgebiet,00,00+,5997,10908,11177,11130,11223,83155031,7.21,13.12,13.44,13.39,13.5
2022-03-29,Bundesgebiet,00,00+,5880,11066,11289,11249,11329,83155031,7.07,13.31,13.58,13.53,13.62
2022-03-28,Bundesgebiet,00,00+,5770,11118,11299,11266,11332,83155031,6.94,13.37,13.59,13.55,13.63
2022-03-27,Bundesgebiet,00,00+,5993,11143,11312,11281,11343,83155031,7.21,13.4,13.6,13.57,13.64
2022-03-26,Bundesgebiet,00,00+,6241,11142,11295,11267,11323,83155031,7.51,13.4,13.58,13.55,13.62
2022-03-25,Bundesgebiet,00,00+,6143,11208,11333,11310,11356,83155031,7.39,13.48,13.63,13.6,13.66
2022-03-24,Bundesgebiet,00,00+,6051,11326,11422,11403,11440,83155031,7.28,13.62,13.74,13.71,13.76
2022-03-23,Bundesgebiet,00,00+,6009,11381,11446,11434,11458,83155031,7.23,13.69,13.77,13.75,13.78
2022-03-22,Bundesgebiet,00,00+,5888,11406,11443,11436,11451,83155031,7.08,13.72,13.76,13.75,13.77
2022-03-21,Bundesgebiet,00,00+,6121,11509,11527,11524,11531,83155031,7.36,13.84,13.86,13.86,13.87
2022-03-20,Bundesgebiet,00,00+,6340,11589,11603,11600,11605,83155031,7.62,13.94,13.95,13.95,13.96
2022-03-19,Bundesgebiet,00,00+,6645,11706,11715,11713,11717,83155031,7.99,14.08,14.09,14.09,14.09
2022-03-18,Bundesgebiet,00,00+,6496,11653,11656,11655,11657,83155031,7.81,14.01,14.02,14.02,14.02
2022-03-17,Bundesgebiet,00,00+,6305,11537,11537,11537,11537,83155031,7.58,13.87,13.87,13.87,13.87
2022-03-16,Bundesgebiet,00,00+,6192,11362,11362,11362,11362,83155031,7.45,13.66,13.66,13.66,13.66
2022-03-15,Bundesgebiet,00,00+,5995,11161,11161,11161,11161,83155031,7.21,13.42,13.42,13.42,13.42
2022-03-14,Bundesgebiet,00,00+,5630,10723,10723,10723,10723,83155031,6.77,12.9,12.9,12.9,12.9
2022-03-13,Bundesgebiet,00,00+,5883,10617,10617,10617,10617,83155031,7.07,12.77,12.77,12.77,12.77
2022-03-12,Bundesgebiet,00,00+,6019,10464,10464,10464,10464,83155031,7.24,12.58,12.58,12.58,12.58
2022-03-11,Bundesgebiet,00,00+,5822,10238,10238,10238,10238,83155031,7,12.31,12.31,12.31,12.31
2022-03-10,Bundesgebiet,00,00+,5604,10001,10001,10001,10001,83155031,6.74,12.03,12.03,12.03,12.03
2022-03-09,Bundesgebiet,00,00+,5503,9794,9794,9794,9794,83155031,6.62,11.78,11.78,11.78,11.78
2022-03-08,Bundesgebiet,00,00+,5118,9448,9448,9448,9448,83155031,6.15,11.36,11.36,11.36,11.36
